tbnId,OccurrenceUUID,最後修改時間,自訂調查紀錄編號,建議物種,物種UUID,物種學名,物種中文名,類群當地原生性,敏感資料座標精確度,緯度,經度,行政區,觀測日期,觀測方式,鑑定狀態,類群,對外釋出授權,姓名標示,敏感資料標示,所屬資料集,資料集網址,界,綱,科
5710789,62a1fad0-5e84-479e-8bab-9b131efb1118,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:4565158,"Syntomoides imaon",7e3c9f14-a03a-4d82-a65d-6286091804e7,"Syntomoides imaon",伊貝鹿蛾,野⽣,,23.826964,120.802389,南投縣集集鎮,2018-10-23,Occurrence,已鑑定,蛾類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Erebidae
5710768,825951c5-6793-4aa8-8d2a-32f221e1eed3,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:4565137,"Geisha mariginellus",4827564f-85e6-4479-a7c3-70c01b3300f8,"Geisha mariginellus",小青蛾蠟蟬,野⽣,,23.827727,120.802142,南投縣集集鎮,2018-10-23,Occurrence,已鑑定,其他昆蟲,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Flatidae
5707550,157310cc-59f5-4124-9c74-e39cddd7c560,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635576,"Copera marginipes 脛蹼琵蟌",1e67c223-1876-43fc-adc5-f5773cdc847a,"Copera marginipes",脛蹼琵蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Platycnemididae
5707551,2eef39fc-5859-4fd7-9d0f-7aa1c3f334ce,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635577,"Copera ciliata 環紋琵蟌",09d65873-e37e-4e45-98bc-2f9a617ffc12,"Copera ciliata",環紋琵蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Platycnemididae
5707552,c46b6a70-da13-4548-9f4d-1bcb05247b89,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635578,"Paracercion calamorum dyeri 葦笛細蟌",9f879755-2385-48c5-b5cc-38e476c87123;dc713467-7362-4f82-9b73-5efb5b934fca,"Paracercion calamorum dyeri;Paracercion calamorum",葦笛細蟌;葦笛細蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蜻蛉類;蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia;Animalia,Insecta;Insecta,Coenagrionidae;Coenagrionidae
5707553,9f73b408-3e48-4dcd-a671-5734cf95c846,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635579,"Neurothemis ramburii 善變蜻蜓",184e130f-babe-4d9f-8698-ae23d46056dd,"Neurothemis taiwanensis",善變蜻蜓,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Libellulidae
5707554,dd24cf01-10bf-4346-ab69-97232e31f693,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635580,"Ictinogomphus rapax 粗鉤春蜓",e5c6da69-37c8-431e-8d45-6affff161084,"Ictinogomphus rapax",粗鉤春蜓,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Gomphidae
5707555,cd3ec0aa-5741-4e07-939b-323671728bac,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635581,"Pseudothemis zonata 黃紉蜻蜓",cfca8a7e-51b2-41a4-b071-6a59374ffa15,"Pseudothemis zonata",黃紉蜻蜓,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Libellulidae
5707556,a949f4cf-b332-4469-8c70-ce18768861ce,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635582,"Orthetrum pruinosum neglectum 霜白蜻蜓中印亞種",d78768be-9da1-4a87-858b-5906e03b19b5;d505ac66-f898-4dca-af0e-d31747e9b216;67449ef9-01f6-46d8-84aa-753183d327ef,"Orthetrum pruinosum;Orthetrum pruinosum neglectum;Orthetrum pruinosum clelia",霜白蜻蜓;霜白蜻蜓(中印亞種);霜白蜻蜓(西里亞種),野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蜻蛉類;蜻蛉類;蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia;Animalia;Animalia,Insecta;Insecta;Insecta,Libellulidae;Libellulidae;Libellulidae
5707557,0d3880b2-7423-44fb-983d-97a7cb6ab4df,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635583,"Chremistica ochracea 薄翅蟬",8f264123-a711-4b06-93aa-536ef775eee7,"Chremistica ochracea",薄翅蟬,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,其他昆蟲,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Cicadidae
5707558,3832c805-10c4-4eb8-89c0-2fb9690f7c6e,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635584,"Cupha erymanthis 黃襟蛺蝶;柞蛺蝶;臺灣黃蛺蝶;臺灣黃斑蝶;臺灣黃斑蛺蝶",b93dadb7-4217-48a2-b680-64a16b048c85,"Cupha erymanthis",黃襟蛺蝶,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蝶類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Nymphalidae
5707559,436b8b46-45d8-4524-b3d8-bc232e3ded85,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635585,"Japalura swinhonis 斯文豪氏攀蜥;斯氏攀蜥;箕作氏攀蜥",e4552802-d7c0-450f-af17-2a7a85328b86,"Diploderma swinhonis",斯文豪氏攀蜥,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,爬蟲類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Reptilia,Agamidae
5707560,8a3a3907-c9bf-418a-bf66-ff8779cf1d57,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635586,"Hylarana guentheri 貢德氏赤蛙",c148e475-a3e7-4bfa-a7c3-31c2de13e5b8,"Hylarana guentheri",貢德氏赤蛙,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,兩棲類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Amphibia,Ranidae
5707561,9eb61ac5-34c1-4e32-8ed3-0a2482aaf0d6,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635587,"Order Hymenoptera",513f4a5b-b877-4302-9117-778214fb900a,"Order Hymenoptera",膜翅目,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,其他昆蟲,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,
5707562,ba561370-7374-447c-9a90-d8d492b76d00,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635588,"Order Lepidoptera",f44fc401-ca96-4335-8e74-19288ae24138;7d0d5acc-1735-4cf9-9576-bdcdf99103a1;9ef44d36-fb1e-44c9-a14d-dd8066636c32,"Tropidoneis lepidoptera;Tropidoneis lepidoptera  javanica;Plagiotropis lepidoptera  proboscidea",鱗翅龍骨藻;;,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,原藻類;原藻類;原藻類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Chromista;Chromista;Chromista,Bacillariophyceae;Bacillariophyceae;Bacillariophyceae,Naviculaceae;Naviculaceae;Plagiotropidaceae
5707563,e59ada92-540d-426d-88d9-6cac1cd27d73,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635589,"Macrobrochis gigas 巨網燈蛾",c918fc50-9ec9-4c90-94cf-ae11849d54c1,"Macrobrochis gigas",巨網燈蛾,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-09,Occurrence,已鑑定,蛾類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Erebidae
5707564,acf6ff1c-a0f8-4829-a38a-ef9b822c7b6f,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635590,"Copera marginipes 脛蹼琵蟌",1e67c223-1876-43fc-adc5-f5773cdc847a,"Copera marginipes",脛蹼琵蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Platycnemididae
5707565,c531e72d-649b-450e-8f2f-d4e1c75ef588,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635591,"Paracercion calamorum dyeri 葦笛細蟌",9f879755-2385-48c5-b5cc-38e476c87123;dc713467-7362-4f82-9b73-5efb5b934fca,"Paracercion calamorum dyeri;Paracercion calamorum",葦笛細蟌;葦笛細蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類;蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia;Animalia,Insecta;Insecta,Coenagrionidae;Coenagrionidae
5707566,61e99c55-d2c4-4824-92d9-fc896668320b,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635592,"Ictinogomphus rapax 粗鉤春蜓",e5c6da69-37c8-431e-8d45-6affff161084,"Ictinogomphus rapax",粗鉤春蜓,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Gomphidae
5707567,cda079d2-b91a-4e86-a9ff-445eb05ae96d,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635593,"Pseudothemis zonata 黃紉蜻蜓",cfca8a7e-51b2-41a4-b071-6a59374ffa15,"Pseudothemis zonata",黃紉蜻蜓,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Libellulidae
5707568,fccf1540-33a6-4f62-9369-0d16de13c80c,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635594,"Neurothemis ramburii 善變蜻蜓",184e130f-babe-4d9f-8698-ae23d46056dd,"Neurothemis taiwanensis",善變蜻蜓,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Libellulidae
5707569,fc76f8c5-59ba-4c8a-971d-0c4db40f9af1,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635595,"Copera ciliata 環紋琵蟌",09d65873-e37e-4e45-98bc-2f9a617ffc12,"Copera ciliata",環紋琵蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Platycnemididae
5707570,382b9b14-20c2-487b-b9c1-1ed3366925f3,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635596,"Nephila pilipes 人面蜘蛛;斑絡新婦",a5a9386f-3819-482c-aa3d-ea277c7036ab,"Nephila pilipes",人面蜘蛛,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜘蛛類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Arachnida,Nephilidae
5707571,7f874c6d-0fbd-4330-9a24-7ef9952eef0f,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635597,"Japalura swinhonis 斯文豪氏攀蜥;斯氏攀蜥;箕作氏攀蜥",e4552802-d7c0-450f-af17-2a7a85328b86,"Diploderma swinhonis",斯文豪氏攀蜥,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,爬蟲類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Reptilia,Agamidae
5707572,f92e5f63-0f48-46ea-86cb-d04e20569c7a,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635598,"Chremistica ochracea 薄翅蟬",8f264123-a711-4b06-93aa-536ef775eee7,"Chremistica ochracea",薄翅蟬,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,其他昆蟲,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Cicadidae
5707573,e7cf9d6c-4b2a-4b0b-9707-3f27703234d6,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635599,"Cupha erymanthis 黃襟蛺蝶;柞蛺蝶;臺灣黃蛺蝶;臺灣黃斑蝶;臺灣黃斑蛺蝶",b93dadb7-4217-48a2-b680-64a16b048c85,"Cupha erymanthis",黃襟蛺蝶,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蝶類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Nymphalidae
5707574,77a2104f-fab2-480d-bc7b-fa708dd5165d,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635600,"Platypleura takasagona 小蟪蛄",9aa0f6f6-1bfa-4a9f-a415-16dd03b0fbad,"Platypleura takasagona",小蟪蛄,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,其他昆蟲,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Cicadidae
5707575,998da267-0415-4910-aed3-4e8c1a0975b4,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635601,"Macrobrochis gigas 巨網燈蛾",c918fc50-9ec9-4c90-94cf-ae11849d54c1,"Macrobrochis gigas",巨網燈蛾,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蛾類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Erebidae
5707576,0e876497-23c7-4d97-8865-4282ec8cd389,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635602,"Pomacea canaliculata 福壽螺",9149d82c-fbbb-4162-9d2c-6176991c29e9,"Pomacea canaliculata",福壽螺,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蝸牛類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Gastropoda,Ampullariidae
5707577,b1860cd0-18fb-430d-8019-cb0c3f0a78b0,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635603,"Ceriagrion auranticum ryukyuanum 紅腹細蟌",31c38595-79d4-4382-a256-6bce09bf9dea;5fbcfae6-ea81-4573-8180-3c898697364b,"Ceriagrion auranticum ryukyuanum;Ceriagrion auranticum",紅腹細蟌(ryukyuanum亞種);紅腹細蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類;蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia;Animalia,Insecta;Insecta,Coenagrionidae;Coenagrionidae
5707578,5799bbff-a0cf-46f3-a9d9-211c4d687205,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635604,"Melanitis phedima polishana 森林暮眼蝶;黑目蝶;黑樹蔭蝶;睇暮眼蝶;黑樹間蝶;黑珠衣蝶;黑稻眼蝶;深色昏眼蝶;黑暮眼蝶",40e49bae-3e95-49f7-b63b-e6a2d22ed09c;1b2eb09e-ce8f-4845-8206-3fe3dc8c27f2,"Melanitis phedima polishana;Melanitis phedima",森林暮眼蝶polishana亞種;森林暮眼蝶,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蝶類;蝶類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia;Animalia,Insecta;Insecta,Nymphalidae;Nymphalidae
5707579,cdc2da5a-b61c-4e9b-a1a2-1e24d876f73c,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635605,"Bactrocera (Zeugodacus) cucurbitae 瓜實蠅",ffd4ebc6-c05f-4c55-8abe-821547a58bc2,"Bactrocera (Zeugodacus) cucurbitae",瓜實蠅,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,其他昆蟲,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Tephritidae
5707580,b8edadeb-67d0-4875-9d0b-2da7a1d8fca4,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635606,"Mauremys sinensis 斑龜;花龜;綠龜",3d145d1d-f9b2-47fd-99fc-f047b10cd560,"Mauremys sinensis",斑龜,野⽣,經緯度小數點後2位（約1公里）,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,爬蟲類,,,輕度,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Reptilia,Geoemydidae
5707581,9e0ece63-0bee-4e4a-8bca-6aa22db302a0,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635607,"Prodasineura croconota 朱背樸蟌",9fc539ea-c6ad-4f6a-ac67-3f09624b7e7e,"Prodasineura croconota",朱背樸蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Platycnemididae
5707582,b1f034a7-d8e6-4acb-99f6-5bcc44fb6277,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635608,"Family Psychidae",38406e71-8b51-4e29-9232-3ad02bbc8d62,"Family Psychidae",簑蛾科,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蛾類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Psychidae
5707583,1d788c53-e5f4-4187-9453-0e0ba5aeaede,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635609,"Cratilla lineata assidua 線紋蜻蜓",e7da34f1-6ac2-40e7-aae4-18ea3b7790bf;79c187f8-23e4-40f1-9cc6-c936614b723e,"Cratilla lineata assidua;Cratilla lineata",線紋蜻蜓(assidua亞種);線紋蜻蜓,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蜻蛉類;蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia;Animalia,Insecta;Insecta,Libellulidae;Libellulidae
5707584,7939e1a1-d3f8-4fd6-9846-8a052b5f974a,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635610,"Family Coreidae",9216af82-57d4-4be7-b622-9936b3eb2f2d,"Family Coreidae",緣蝽科,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,其他昆蟲,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Coreidae
5707585,f96b26c1-9b7c-4076-ac34-9d17c73f175e,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635611,"Graphium agamemnon 翠斑青鳳蝶;統帥青鳳蝶;綠斑鳳蝶;小紋青帶鳳蝶;短尾青鳳蝶;綠斑青鳳蝶",cd9d281e-cb60-466c-a54e-7a56c945a75f,"Graphium agamemnon",翠斑青鳳蝶,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蝶類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Papilionidae
5707586,35fe05b7-4e02-4c32-b6d3-6a007f24e825,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635612,"Metaemene atrigutta",f1d7f056-8bf5-4eef-8552-0e077629b017,"Metaemene atrigutta",姬胡麻斑裳蛾,野⽣,,23.826889,120.801095,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,蛾類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Erebidae
5707587,32f98248-4e8a-471a-91ee-9c82fe124e8a,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635613,"Thaumastopeus shangaicus 暗藍扁騷金龜",b2e064a5-3c1f-4bb8-a7c2-7bd42809fcd5,"Thaumastopeus shangaicus",暗藍扁騷金龜,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-12,Occurrence,已鑑定,甲蟲類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Scarabaeidae
5707588,98b8958d-89f0-472e-be20-7f5fcd4d65f8,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635614,"Order Lepidoptera",f44fc401-ca96-4335-8e74-19288ae24138;7d0d5acc-1735-4cf9-9576-bdcdf99103a1;9ef44d36-fb1e-44c9-a14d-dd8066636c32,"Tropidoneis lepidoptera;Tropidoneis lepidoptera  javanica;Plagiotropis lepidoptera  proboscidea",鱗翅龍骨藻;;,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-13,Occurrence,已鑑定,原藻類;原藻類;原藻類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Chromista;Chromista;Chromista,Bacillariophyceae;Bacillariophyceae;Bacillariophyceae,Naviculaceae;Naviculaceae;Plagiotropidaceae
5707589,46b4ce8a-049e-4ca3-b07f-30ef7b5548d1,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635615,"Order Lepidoptera",f44fc401-ca96-4335-8e74-19288ae24138;7d0d5acc-1735-4cf9-9576-bdcdf99103a1;9ef44d36-fb1e-44c9-a14d-dd8066636c32,"Tropidoneis lepidoptera;Tropidoneis lepidoptera  javanica;Plagiotropis lepidoptera  proboscidea",鱗翅龍骨藻;;,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-13,Occurrence,已鑑定,原藻類;原藻類;原藻類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Chromista;Chromista;Chromista,Bacillariophyceae;Bacillariophyceae;Bacillariophyceae,Naviculaceae;Naviculaceae;Plagiotropidaceae
5707590,998eb06a-5ccd-4182-8c69-8e14f5be6a08,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635616,"Family Psychidae",38406e71-8b51-4e29-9232-3ad02bbc8d62,"Family Psychidae",簑蛾科,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-13,Occurrence,已鑑定,蛾類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Psychidae
5707591,3a9105a5-a1d4-451f-8347-c071d792e515,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635617,"Macrobrochis gigas 巨網燈蛾",c918fc50-9ec9-4c90-94cf-ae11849d54c1,"Macrobrochis gigas",巨網燈蛾,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-13,Occurrence,已鑑定,蛾類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Erebidae
5707592,934a2a79-2de3-4d16-ac4a-470048163dc3,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635618,"Ceriagrion auranticum ryukyuanum 紅腹細蟌",31c38595-79d4-4382-a256-6bce09bf9dea;5fbcfae6-ea81-4573-8180-3c898697364b,"Ceriagrion auranticum ryukyuanum;Ceriagrion auranticum",紅腹細蟌(ryukyuanum亞種);紅腹細蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-13,Occurrence,已鑑定,蜻蛉類;蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia;Animalia,Insecta;Insecta,Coenagrionidae;Coenagrionidae
5707593,0019b48c-e199-4868-8e08-5e82d53dd4d9,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635619,"Hylarana guentheri 貢德氏赤蛙",c148e475-a3e7-4bfa-a7c3-31c2de13e5b8,"Hylarana guentheri",貢德氏赤蛙,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-13,Occurrence,已鑑定,兩棲類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Amphibia,Ranidae
5707594,2faadbf2-acc4-4c71-8cfc-5f7a815e915e,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635620,"Ictinogomphus rapax 粗鉤春蜓",e5c6da69-37c8-431e-8d45-6affff161084,"Ictinogomphus rapax",粗鉤春蜓,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-13,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Gomphidae
5707595,2cadc135-d369-4904-8d89-eb94b14e51a1,2019-02-16T06:05:27Z,tw:org:tbn:ra:occurrence:635621,"Copera marginipes 脛蹼琵蟌",1e67c223-1876-43fc-adc5-f5773cdc847a,"Copera marginipes",脛蹼琵蟌,野⽣,,23.83,120.8,南投縣集集鎮,2017-06-13,Occurrence,已鑑定,蜻蛉類,,,,特有生物研究保育中心生態教育園區生物多樣性觀測紀錄,https://www.tbn.org.tw/dataset/8188021,Animalia,Insecta,Platycnemididae
